,user_id,2stg_own
471,472,"[913026, 1017772, 1110218, 871754, 1113768]"
472,473,"[1019142, 1053016, 978077, 1077709, 1068830]"
473,474,"[921614, 1082814, 9707340, 957741, 915295]"
474,475,"[12188584, 838319, 822346, 920145, 1000806]"
475,476,"[880377, 1098910, 945200, 1138858, 6034577]"
476,477,"[1059593, 1134810, 9803483, 881883, 1112598]"
477,478,"[1102067, 5978656, 826249, 1104414, 823862]"
478,479,"[1026984, 877358, 920145, 978077, 884039]"
479,480,"[857503, 6553737, 891648, 10150013, 939527]"
480,481,"[1083733, 837751, 6552253, 1012922, 1134222]"
481,482,"[884896, 5585701, 1038325, 1013291, 910673]"
482,483,"[1025535, 1124077, 853172, 966348, 881883]"
483,484,"[1000806, 940731, 7167967, 915086, 1071759]"
484,485,"[828106, 917654, 933303, 5568995, 1118533]"
485,486,"[901060, 977545, 930955, 942475, 1061220]"
486,487,"[983078, 1127831, 971949, 826249, 904236]"
487,488,"[844179, 1127838, 945200, 835098, 908181]"
488,489,"[1031697, 925579, 10150013, 1131321, 826860]"
489,490,"[6534578, 856435, 882496, 950439, 971504]"
490,491,"[1034886, 1088959, 6533936, 925579, 1131892]"
491,492,"[819304, 860037, 913682, 5569172, 963502]"
492,493,"[936355, 961620, 1105623, 899736, 991951]"
493,494,"[1082185, 6534178, 1029743, 995242, 1106523]"
494,495,"[1137483, 905690, 959737, 824758, 6463775]"
495,496,"[1002130, 1094308, 872342, 1036347, 913406]"
496,497,"[858711, 973086, 865156, 954673, 9859133]"
497,498,"[1048046, 1084597, 9837501, 967661, 928640]"
498,499,"[890909, 1000707, 1111786, 1092835, 1084177]"
499,500,"[12524174, 961554, 923746, 892503, 951590]"
500,501,"[987562, 1105467, 1131892, 7441419, 974204]"
501,502,"[5568489, 1120009, 1005609, 860167, 5588161]"
502,503,"[818981, 1019643, 1122547, 918684, 1134398]"
503,504,"[1130111, 937845, 972665, 897125, 1044068]"
504,505,"[962991, 855356, 7441498, 7166861, 823862]"
505,506,"[999625, 1031831, 877358, 827570, 9527159]"
506,507,"[865156, 1037332, 1035143, 1127716, 1071277]"
507,508,"[5570408, 861675, 1067779, 1022119, 6534578]"
508,509,"[7166865, 826249, 5569230, 961554, 923746]"
509,510,"[913682, 821976, 825176, 997988, 5570109]"
510,511,"[987044, 1038746, 825365, 905087, 838396]"
511,512,"[844759, 950575, 917384, 8291322, 845193]"
512,513,"[897194, 823704, 992529, 920200, 868415]"
513,514,"[857503, 1007148, 842930, 7024990, 1139786]"
514,515,"[1017369, 6034966, 1107420, 962671, 1136486]"
515,516,"[948953, 884945, 1088959, 1070782, 968072]"
516,517,"[1046957, 925579, 1056775, 913026, 1096317]"
517,518,"[9707199, 945998, 1116096, 862732, 969980]"
518,519,"[1101706, 9187298, 943076, 973889, 1071556]"
519,520,"[835618, 1026984, 13417590, 881883, 5565252]"
520,521,"[1035207, 904148, 1010582, 1048046, 1023958]"
521,522,"[1127831, 1005186, 923746, 826249, 5569230]"
522,523,"[1031697, 9245108, 962970, 920200, 1101422]"
523,524,"[956284, 10455579, 968363, 1017325, 8290421]"
524,525,"[6039592, 907061, 951197, 942151, 1018007]"
525,526,"[1101173, 945805, 882496, 1101422, 1103618]"
526,527,"[856215, 885863, 12988031, 1125382, 1131321]"
527,528,"[991546, 914190, 904422, 6463949, 12781777]"
528,529,"[996028, 950384, 977545, 8011291, 921614]"
529,530,"[907061, 1014238, 1036753, 1137694, 1053058]"
530,531,"[1054539, 987628, 854261, 898466, 901060]"
531,532,"[1065538, 904129, 999714, 824303, 1130729]"
532,533,"[827656, 912860, 15926844, 1108854, 6463775]"
533,534,"[995055, 1013528, 972665, 1110764, 961269]"
534,535,"[5587656, 937845, 6463742, 949142, 829950]"
535,536,"[856553, 893729, 1110042, 1068855, 6039592]"
536,537,"[9837076, 1134210, 881883, 821556, 1136375]"
537,538,"[856435, 1131892, 995478, 856215, 822346]"
538,539,"[896613, 1062966, 5569374, 1123842, 1107039]"
539,540,"[965543, 867547, 12384779, 1106198, 960984]"
540,541,"[8180870, 1004945, 1109948, 850139, 12188045]"
541,542,"[870608, 908504, 842930, 835619, 958594]"
542,543,"[1124432, 12301405, 857503, 1023466, 989409]"
543,544,"[960075, 918368, 932503, 821556, 967476]"
544,545,"[880284, 851865, 967661, 997988, 952781]"
545,546,"[924262, 977882, 13417591, 1041453, 13417846]"
546,547,"[13842090, 822225, 858711, 1004475, 5592772]"
547,548,"[911311, 927658, 1104414, 995478, 1122547]"
548,549,"[1091809, 9707240, 1106091, 924262, 5570595]"
549,550,"[900697, 5565252, 6463742, 9835408, 1075505]"
550,551,"[1131351, 1134398, 934399, 974201, 913026]"
551,552,"[925437, 821976, 7025362, 10457532, 920145]"
552,553,"[10457110, 1057365, 850058, 1017772, 931255]"
553,554,"[830775, 1085357, 912860, 1070272, 1135566]"
554,555,"[9526410, 891648, 827180, 1086384, 1132911]"
555,556,"[951561, 1096317, 6463826, 981370, 947316]"
556,557,"[961458, 1059593, 1096317, 1082141, 1108152]"
557,558,"[1031697, 1048462, 981660, 872755, 5570109]"
558,559,"[1127831, 837005, 866043, 826249, 1035143]"
559,560,"[1017201, 1056746, 7167967, 927658, 837751]"
560,561,"[991223, 892314, 938138, 1134633, 892503]"
561,562,"[1016863, 937413, 940731, 991223, 860501]"
562,563,"[992730, 822739, 1005609, 7442056, 1022119]"
563,564,"[855356, 1134810, 872342, 878445, 1071302]"
564,565,"[1015280, 1127831, 1102949, 951590, 1025535]"
565,566,"[999581, 1022119, 1106073, 947798, 906509]"
566,567,"[1138443, 968072, 819304, 1109805, 865992]"
567,568,"[945998, 1025611, 945200, 971949, 1056775]"
568,569,"[964521, 826695, 888835, 865156, 5580793]"
569,570,"[1118012, 6442594, 1138443, 966348, 982360]"
570,571,"[12731714, 954351, 1046201, 1112598, 12385916]"
571,572,"[1082185, 6534178, 1029743, 995242, 1106523]"
572,573,"[1077709, 823704, 913026, 887897, 931860]"
573,574,"[962970, 972665, 891505, 7166791, 885863]"
574,575,"[9859052, 1046957, 1012307, 1110042, 850058]"
575,576,"[968936, 1080989, 991223, 1071277, 973889]"
576,577,"[844697, 841266, 927291, 7433888, 10285185]"
577,578,"[1012284, 1135886, 1001298, 1086384, 1006250]"
578,579,"[1131607, 1127831, 1001680, 1006399, 12810391]"
579,580,"[852360, 908408, 852080, 887342, 899459]"
580,581,"[7441498, 1042942, 991949, 9296856, 1048068]"
581,582,"[913406, 989409, 901776, 6534035, 5568489]"
582,583,"[1104414, 1055155, 943076, 15926887, 1042021]"
583,584,"[859075, 950206, 947798, 965292, 916381]"
584,585,"[12731583, 12324954, 923528, 1091809, 913278]"
585,586,"[1004475, 12185235, 7466252, 869903, 909130]"
586,587,"[1127831, 859075, 826249, 919427, 911470]"
587,588,"[964011, 5566809, 5564906, 12731436, 1099656]"
588,589,"[889731, 940278, 1070076, 1019142, 1114694]"
589,590,"[864048, 1077588, 1011089, 1120928, 821219]"
590,591,"[838097, 858649, 853354, 821976, 997988]"
591,592,"[818981, 977481, 1076306, 865156, 1120009]"
592,593,"[1105034, 9707498, 1085846, 1085333, 1014948]"
593,594,"[996269, 5570109, 873203, 878445, 843171]"
594,595,"[7410019, 1110218, 1054088, 1014948, 15831255]"
595,596,"[1038746, 995311, 920145, 831557, 5563934]"
596,597,"[1109805, 6034966, 1077588, 823565, 1113768]"
597,598,"[837751, 1038998, 983572, 1019142, 927658]"
598,599,"[874061, 852486, 1094107, 961269, 931671]"
599,600,"[879689, 1053282, 827180, 903567, 1076161]"
600,601,"[995478, 954642, 7442056, 936897, 1133169]"
601,602,"[1115228, 825006, 970924, 9858742, 881328]"
602,603,"[1136486, 871756, 821970, 905087, 854976]"
603,604,"[1132911, 9859128, 1112238, 1104414, 1056492]"
604,605,"[10285185, 905636, 1033973, 1048068, 988208]"
605,606,"[835285, 867622, 885582, 960075, 1060363]"
606,607,"[869910, 1046587, 6602697, 5566809, 893729]"
607,608,"[5580793, 969205, 905636, 9189814, 880969]"
608,609,"[957741, 895652, 1035136, 1130777, 1127838]"
609,610,"[984715, 1085333, 961851, 7441210, 9527290]"
610,611,"[8090546, 12648296, 892503, 1064213, 879752]"
611,612,"[887618, 826695, 13842090, 960075, 15741861]"
612,613,"[1089021, 5569230, 893018, 5569845, 951590]"
613,614,"[5577022, 905636, 907945, 952408, 9527161]"
614,615,"[6602697, 1007512, 986021, 1127831, 824005]"
615,616,"[961554, 1127831, 5978656, 826249, 951590]"
616,617,"[1022340, 1006250, 991223, 837107, 987234]"
617,618,"[1110042, 1097195, 947798, 1055155, 979057]"
618,619,"[5569230, 948953, 951590, 1127831, 953104]"
619,620,"[819927, 5577022, 944823, 826249, 6602697]"
620,621,"[1104414, 1110857, 1123254, 7410019, 7135183]"
621,622,"[1048068, 15972298, 8180870, 878715, 1005609]"
622,623,"[1065331, 1131321, 885863, 7166817, 15926844]"
623,624,"[863885, 1096317, 961747, 957741, 869903]"
624,625,"[1008787, 821845, 872755, 885863, 1134810]"
625,626,"[947292, 934676, 837751, 869903, 877337]"
626,627,"[6552253, 5566697, 1131607, 954642, 8290421]"
627,628,"[995478, 1138474, 991951, 1046584, 1059347]"
628,629,"[10149863, 1132198, 1127831, 837012, 1122928]"
629,630,"[1106271, 12731432, 1040346, 1136732, 1043142]"
630,631,"[1045121, 981660, 852856, 818981, 937413]"
631,632,"[993804, 858373, 5569303, 835619, 1104414]"
632,633,"[999625, 827180, 1134522, 994868, 5566809]"
633,634,"[927400, 892314, 853643, 904435, 901344]"
634,635,"[7168026, 1105467, 1127831, 966348, 1122928]"
635,636,"[1084036, 917654, 9419525, 954351, 7410168]"
636,637,"[880469, 12262992, 15926775, 1043494, 977508]"
637,638,"[9803483, 12352204, 1070105, 976047, 1059347]"
638,639,"[1104649, 13115501, 871756, 968025, 863529]"
639,640,"[1088414, 1127232, 1021715, 864532, 966005]"
640,641,"[8180870, 991223, 885863, 1122889, 12301073]"
641,642,"[13417846, 1018769, 7442056, 1013807, 985579]"
642,643,"[926763, 6424472, 1019247, 6534035, 1050968]"
643,644,"[977545, 1065167, 1046957, 945805, 869344]"
644,645,"[1132911, 951590, 835278, 1124695, 901776]"
645,646,"[857215, 1044759, 937413, 962185, 1072483]"
646,647,"[881883, 8180870, 997988, 961747, 913026]"
647,648,"[8293343, 6553737, 1132911, 1127838, 894968]"
648,649,"[964521, 13417590, 827180, 9365106, 988208]"
649,650,"[1082185, 6534178, 1029743, 995242, 1106523]"
650,651,"[937791, 1113768, 1025535, 1067419, 1127831]"
651,652,"[920844, 1121059, 882496, 931860, 9364612]"
652,653,"[1091809, 991223, 1051283, 1035691, 869903]"
653,654,"[901344, 1048068, 1134222, 899459, 1073546]"
654,655,"[1080354, 864048, 834808, 5995129, 12428017]"
655,656,"[952806, 945805, 1110255, 9527159, 1038998]"
656,657,"[923746, 1005186, 1127831, 826249, 1070727]"
657,658,"[917384, 903183, 895930, 826952, 1135566]"
658,659,"[841762, 941472, 920145, 967948, 991747]"
659,660,"[1055956, 1116096, 968687, 933303, 1031260]"
660,661,"[985234, 1125382, 898432, 884896, 1089025]"
661,662,"[1109948, 8181477, 835618, 951971, 1086384]"
662,663,"[835285, 833754, 1139471, 839262, 6534578]"
663,664,"[918368, 1020210, 12352204, 823704, 1070272]"
664,665,"[982493, 906838, 922561, 13072850, 948832]"
665,666,"[820291, 911703, 9296804, 956599, 941472]"
666,667,"[1023958, 1077048, 827175, 1022119, 12428017]"
667,668,"[1023958, 937614, 984715, 1037332, 825006]"
668,669,"[1010185, 960075, 992529, 1043187, 1105623]"
669,670,"[945805, 12428017, 9859128, 1121059, 857503]"
670,671,"[1134810, 838396, 1020823, 8273833, 12384953]"
671,672,"[1118533, 981660, 1003178, 842930, 1000236]"
672,673,"[13007435, 968936, 6463789, 5563934, 883932]"
673,674,"[1107420, 845193, 1022119, 1053985, 943076]"
674,675,"[943088, 934948, 903183, 9523058, 920145]"
675,676,"[1011089, 982955, 1108131, 1015974, 961458]"
676,677,"[992292, 850058, 1106198, 1093413, 991575]"
677,678,"[939636, 1126704, 1036753, 828106, 951590]"
678,679,"[1133169, 1019643, 963226, 7025362, 883218]"
679,680,"[871754, 9365106, 912137, 12301839, 913682]"
680,681,"[919427, 1053985, 882496, 844818, 995211]"
681,682,"[943076, 913026, 852080, 954642, 834808]"
682,683,"[1082185, 6534178, 1029743, 995242, 1106523]"
683,684,"[860167, 935968, 1006188, 885582, 6463709]"
684,685,"[5568995, 857503, 878445, 6534578, 919180]"
685,686,"[872137, 825749, 862152, 896369, 997988]"
686,687,"[1137505, 6534035, 1131321, 1134633, 869910]"
687,688,"[968687, 852182, 877358, 5588161, 8181451]"
688,689,"[1127831, 826249, 916122, 840601, 1005186]"
689,690,"[835098, 925437, 880150, 1084036, 1019247]"
690,691,"[959737, 823565, 912914, 825365, 1040346]"
691,692,"[1004436, 1131892, 1043142, 12352293, 1138024]"
692,693,"[1109014, 1019247, 853354, 1088387, 908408]"
693,694,"[967948, 1076105, 862866, 1037840, 950575]"
694,695,"[1084177, 851865, 929472, 943076, 987044]"
695,696,"[991949, 1038746, 1066725, 10150148, 842930]"
696,697,"[9420140, 950439, 1043142, 989830, 964011]"
697,698,"[985185, 1002838, 10355978, 1091809, 1037332]"
698,699,"[912860, 1028715, 1054216, 1099164, 977508]"
699,700,"[995211, 1109948, 9707340, 1075979, 888178]"
700,701,"[960732, 977545, 5569374, 1030981, 929341]"
701,702,"[1133169, 1007116, 1112598, 960732, 965138]"
702,703,"[995478, 8181451, 1059347, 913144, 924423]"
703,704,"[923746, 978354, 1127831, 961554, 5978656]"
704,705,"[1135552, 988693, 1130111, 983858, 1007269]"
705,706,"[991747, 822739, 968992, 1060363, 908504]"
706,707,"[1132911, 1042021, 12326050, 1005609, 1013167]"
707,708,"[973916, 945200, 1040346, 9296804, 9527159]"
708,709,"[10345155, 885863, 1093329, 1085780, 977545]"
709,710,"[995502, 825365, 881883, 9859128, 937301]"
710,711,"[907099, 997988, 961851, 1127831, 13115501]"
711,712,"[829950, 993441, 966348, 830304, 1135044]"
712,713,"[969932, 999631, 868015, 5568197, 1121636]"
713,714,"[1043971, 962671, 940090, 888835, 12731432]"
714,715,"[7144131, 5565252, 1019142, 855718, 978077]"
715,716,"[867272, 9245108, 969941, 1130777, 1022119]"
716,717,"[1014948, 904129, 936594, 6442594, 9526412]"
717,718,"[951971, 997988, 9677886, 851865, 1105623]"
718,719,"[1009719, 1139786, 9832160, 941797, 999639]"
719,720,"[951590, 1098844, 9859128, 826249, 993466]"
720,721,"[866043, 893018, 1070898, 13381584, 961747]"
721,722,"[8069230, 963502, 963226, 1022340, 1060705]"
722,723,"[943169, 9419443, 905868, 1080989, 922651]"
723,724,"[6602697, 12731436, 824005, 1005274, 938187]"
724,725,"[961269, 1044068, 1021522, 5568995, 893501]"
725,726,"[838097, 1087605, 994868, 1086504, 7168026]"
726,727,"[6534578, 838396, 1019078, 1080601, 968687]"
727,728,"[973916, 1084177, 913026, 9707240, 1121656]"
728,729,"[1082185, 6534178, 1029743, 995242, 1106523]"
729,730,"[1089025, 985386, 859129, 8293447, 997988]"
730,731,"[9527159, 972665, 973889, 980263, 1096317]"
731,732,"[844759, 1037621, 10455579, 856942, 8180870]"
732,733,"[1110111, 951197, 1004385, 821976, 943076]"
733,734,"[872755, 1110255, 1013291, 12757007, 12262830]"
734,735,"[961792, 1026209, 9526410, 6463949, 1121603]"
735,736,"[1094767, 918684, 853354, 12188584, 906763]"
736,737,"[1019881, 987044, 1045121, 6979808, 1086504]"
737,738,"[915086, 978077, 1015597, 844748, 1110632]"
738,739,"[991874, 1101173, 9526410, 856215, 921836]"
739,740,"[913682, 858373, 856435, 1102067, 970409]"
740,741,"[9837501, 998049, 1124507, 913406, 887618]"
741,742,"[983858, 8181355, 826860, 1076875, 1043494]"
742,743,"[968072, 12754036, 1046587, 919180, 1096317]"
743,744,"[940278, 1068832, 991747, 843756, 1101706]"
744,745,"[920200, 931255, 1094767, 6552253, 7166791]"
745,746,"[896613, 5978656, 5569845, 840601, 5569230]"
746,747,"[993826, 879752, 1031697, 961792, 9707199]"
747,748,"[910439, 1127838, 967948, 962185, 1099164]"
748,749,"[897088, 853643, 1040346, 1131607, 6039859]"
749,750,"[1035842, 1024731, 972931, 960075, 919534]"
750,751,"[1079338, 7168383, 888054, 918368, 1096728]"
751,752,"[992649, 928640, 910439, 1065167, 5565252]"
752,753,"[13417846, 1112238, 896085, 9707340, 1120009]"
753,754,"[857503, 5569374, 831557, 820518, 1121603]"
754,755,"[991874, 1000002, 881883, 878290, 1019142]"
755,756,"[1067419, 932503, 1022119, 837107, 1139142]"
756,757,"[930955, 821976, 878445, 912280, 1056746]"
757,758,"[1033324, 968363, 880469, 1005186, 961554]"
758,759,"[843346, 1076105, 931671, 1043416, 1112238]"
759,760,"[840227, 1015612, 1065061, 1110632, 6534035]"
760,761,"[5564906, 7025362, 8276172, 995478, 1036139]"
761,762,"[857503, 9837501, 5564906, 7442056, 1074697]"
762,763,"[1019247, 932503, 896085, 882496, 1110721]"
763,764,"[1059593, 977481, 951561, 10455579, 5580793]"
764,765,"[834808, 1005609, 858918, 909761, 858649]"
765,766,"[9547021, 1134633, 823862, 848471, 913682]"
766,767,"[1071759, 879445, 6979005, 860167, 927400]"
767,768,"[1134222, 1005609, 905690, 1023958, 8290421]"
768,769,"[900175, 9419525, 9553288, 826860, 1043142]"
769,770,"[912817, 854496, 969980, 860501, 1013291]"
770,771,"[929472, 1006250, 7167967, 857503, 9419525]"
771,772,"[1082185, 6534178, 1029743, 995242, 1106523]"
772,773,"[1003487, 12384953, 9268695, 966684, 852572]"
773,774,"[969568, 1036347, 5592734, 1068451, 931255]"
774,775,"[931255, 1009719, 880150, 870933, 1070898]"
775,776,"[835243, 962671, 951971, 945200, 1015974]"
776,777,"[9707340, 1000237, 995478, 860167, 6463742]"
777,778,"[947798, 974201, 1022848, 1125530, 5570408]"
778,779,"[9707240, 10149863, 827180, 870195, 1122928]"
779,780,"[899682, 1100124, 895680, 1076195, 1098927]"
780,781,"[865156, 12946027, 854133, 12524174, 9420140]"
781,782,"[1078763, 971504, 999631, 5566809, 1024938]"
782,783,"[826249, 999858, 6424472, 819063, 995478]"
783,784,"[1037332, 1120275, 1054088, 9527290, 1022848]"
784,785,"[924531, 5591170, 1018007, 1121624, 1106073]"
785,786,"[892503, 921504, 1110218, 1091809, 9707498]"
786,787,"[1104414, 869622, 903183, 935393, 1015785]"
787,788,"[1000236, 909130, 14077333, 10150148, 873964]"
788,789,"[936355, 1091383, 1127831, 917381, 1043751]"
789,790,"[1054215, 1051283, 877358, 854496, 8011291]"
790,791,"[1070782, 821976, 1070105, 968936, 878445]"
791,792,"[999858, 5569374, 6533608, 1105467, 1023958]"
792,793,"[937489, 1048727, 857503, 1087605, 977508]"
793,794,"[1042907, 8090545, 1003178, 834129, 1120559]"
794,795,"[1086740, 1134222, 9527066, 9527290, 1015597]"
795,796,"[873203, 1127831, 932949, 1124823, 9527290]"
796,797,"[834842, 5577022, 7466252, 1133254, 968687]"
797,798,"[1048068, 1092149, 951561, 13008334, 879045]"
798,799,"[827180, 878715, 964521, 1119089, 1110142]"
799,800,"[885582, 9677874, 9419525, 1130029, 8276172]"
800,801,"[1075505, 866878, 831509, 1051781, 849809]"
801,802,"[1004436, 898601, 1033046, 827667, 1036661]"
802,803,"[1127838, 834808, 1018769, 7441498, 978354]"
803,804,"[6463709, 13417846, 980860, 13876914, 10457110]"
804,805,"[946273, 1029624, 6463949, 912280, 1003178]"
805,806,"[1048068, 953675, 890955, 938622, 5588161]"
806,807,"[821976, 1006188, 8090546, 974201, 1070898]"
807,808,"[823862, 9189814, 1034886, 1112238, 995211]"
808,809,"[826249, 951590, 940731, 1028473, 1118787]"
809,810,"[883616, 1102949, 896613, 951590, 1112238]"
810,811,"[9527323, 839747, 1015612, 1092149, 937276]"
811,812,"[867931, 1105034, 951821, 884686, 8181477]"
812,813,"[6979803, 831509, 864048, 15972298, 1101706]"
813,814,"[925766, 961791, 1080884, 868745, 977508]"
814,815,"[979057, 864857, 837751, 1048046, 987044]"
815,816,"[1115228, 1048046, 13417590, 5565925, 850133]"
816,817,"[5591083, 822739, 843756, 870428, 909129]"
817,818,"[1030981, 992292, 1048068, 893501, 885582]"
818,819,"[965543, 1127831, 1080354, 10355978, 5569230]"
819,820,"[1035136, 947798, 1000236, 5570595, 5591154]"
820,821,"[937791, 878285, 1005186, 1127831, 961554]"
821,822,"[1015785, 969205, 8181451, 823704, 876932]"
822,823,"[1018007, 992529, 991223, 1134109, 1083733]"
823,824,"[960732, 919427, 1080884, 982393, 1011926]"
824,825,"[10457532, 843756, 865156, 12428017, 1059593]"
825,826,"[826249, 9297017, 1037840, 966348, 869150]"
826,827,"[5569303, 1010440, 1007082, 987122, 1106301]"
827,828,"[977481, 7167967, 1060363, 862152, 1057855]"
828,829,"[9707340, 15926844, 9297474, 954642, 1137775]"
829,830,"[1097458, 871570, 939527, 995852, 899682]"
830,831,"[7466252, 1017772, 963226, 1079820, 1015974]"
831,832,"[1127716, 832678, 962991, 884039, 1072968]"
832,833,"[857215, 870933, 1019247, 12810391, 9553397]"
833,834,"[879045, 7167687, 1134109, 952698, 845078]"
834,835,"[951590, 1127831, 5578547, 923746, 5569230]"
835,836,"[957741, 9527066, 5570595, 949991, 990984]"
836,837,"[894968, 13115813, 6534030, 824303, 7466252]"
837,838,"[845622, 844179, 1112238, 946681, 1013528]"
838,839,"[901776, 5567702, 6551861, 12987975, 10150148]"
839,840,"[985234, 5564906, 1112238, 1015785, 818981]"
840,841,"[6533878, 1106198, 887342, 12731432, 877358]"
841,842,"[15926844, 887618, 9526564, 13876914, 5580793]"
842,843,"[8205418, 845193, 9707340, 1119089, 5568489]"
843,844,"[1062863, 954642, 1077430, 5565151, 923670]"
844,845,"[924423, 927658, 966695, 1048046, 904833]"
845,846,"[1125382, 948086, 837865, 847344, 968072]"
846,847,"[857503, 823704, 842125, 1115576, 1079820]"
847,848,"[5568845, 9365106, 9416729, 995502, 1098910]"
848,849,"[870195, 853354, 843756, 996851, 1124507]"
849,850,"[857283, 1080601, 1098815, 927360, 878445]"
850,851,"[1127831, 951590, 927291, 5569230, 916122]"
851,852,"[7024990, 5570109, 1048260, 917381, 9553397]"
852,853,"[1003257, 1043787, 920200, 9653714, 872755]"
853,854,"[1115358, 1054216, 1103903, 1130777, 843756]"
854,855,"[9677886, 940731, 993441, 7167967, 887342]"
855,856,"[881883, 853172, 12301073, 984715, 1038998]"
856,857,"[952806, 987044, 839262, 835619, 1016863]"
857,858,"[855356, 1025535, 849297, 1122085, 1044759]"
858,859,"[9832156, 851865, 9189814, 1136486, 1125382]"
859,860,"[5570109, 1028944, 909130, 6979030, 5569230]"
860,861,"[971949, 10457044, 880150, 892503, 1075170]"
861,862,"[969205, 5563934, 1027642, 865992, 831509]"
862,863,"[858649, 12811534, 1084177, 10345155, 992730]"
863,864,"[858711, 1101010, 857503, 1028995, 1075979]"
864,865,"[1047076, 12301839, 1128244, 6979803, 969568]"
865,866,"[1113381, 9835408, 867622, 835243, 1127838]"
866,867,"[961747, 993804, 971504, 864857, 1132036]"
867,868,"[1078763, 1000237, 12132315, 6534035, 15926887]"
868,869,"[950894, 873964, 842392, 6553737, 7024871]"
869,870,"[828106, 999104, 1122358, 1017325, 1053058]"
870,871,"[1121656, 1087605, 991223, 1064213, 887897]"
871,872,"[6463775, 5978656, 1101174, 5569230, 1127831]"
872,873,"[826860, 961756, 6463709, 9527323, 1043663]"
873,874,"[7025362, 1127831, 5978656, 1037840, 5569230]"
874,875,"[988439, 8181477, 911622, 1109805, 1042021]"
875,876,"[7144131, 1138854, 1048068, 903183, 973889]"
876,877,"[1000237, 9859133, 15926844, 935126, 940278]"
877,878,"[1113381, 1068855, 1109948, 1115228, 963226]"
878,879,"[821845, 1017772, 927400, 1011089, 853354]"
879,880,"[8090513, 15926775, 1112238, 991223, 1106271]"
880,881,"[963226, 1041453, 890695, 1068855, 880579]"
881,882,"[1125382, 5591083, 6034966, 918368, 989830]"
882,883,"[12731714, 1136732, 1013503, 15926927, 920145]"
883,884,"[9527066, 1106301, 5981072, 933835, 939636]"
884,885,"[938547, 1053176, 1094833, 1044759, 871756]"
885,886,"[5591154, 1036501, 1004001, 969419, 905996]"
886,887,"[885863, 1084036, 880969, 987234, 909761]"
887,888,"[991223, 7025490, 7409907, 1015785, 15972298]"
888,889,"[7025326, 969941, 822225, 973889, 5591154]"
889,890,"[968936, 995151, 1112238, 1093030, 960075]"
890,891,"[9296804, 12524174, 937413, 837751, 1033973]"
891,892,"[992529, 1084597, 945199, 9553065, 854261]"
892,893,"[1001298, 1120275, 996028, 1122928, 908181]"
893,894,"[1108152, 825749, 893501, 885023, 1130029]"
894,895,"[885582, 1085031, 1087605, 5568489, 993804]"
895,896,"[1065331, 8180870, 1105467, 860037, 1085357]"
896,897,"[5569374, 948119, 13382327, 829001, 1040346]"
897,898,"[954642, 972665, 858373, 918684, 893501]"
898,899,"[1043971, 844179, 1116020, 826249, 920205]"
899,900,"[5565252, 1133390, 12731714, 838097, 1133169]"
900,901,"[1120009, 857503, 1110218, 1038497, 961747]"
901,902,"[1005186, 951590, 5577022, 961554, 923746]"
902,903,"[9859128, 1138443, 9523079, 1047076, 858649]"
903,904,"[1125530, 915617, 976047, 823565, 9677748]"
904,905,"[995151, 964011, 5583751, 858649, 819063]"
905,906,"[1133169, 1064213, 941797, 940090, 869577]"
906,907,"[12188584, 1038746, 8276172, 950550, 1126704]"
907,908,"[1099656, 9488055, 826695, 7466252, 12262992]"
908,909,"[878857, 1076195, 9935616, 911388, 1110721]"
909,910,"[14077333, 7166865, 1079913, 1113141, 1106198]"
910,911,"[9803601, 997907, 13008334, 1072685, 838097]"
911,912,"[886481, 934172, 6534035, 8181451, 1026984]"
912,913,"[1135355, 1134810, 7025326, 908504, 855356]"
913,914,"[904129, 5577022, 1109014, 970866, 12757316]"
914,915,"[1038746, 910439, 853354, 904422, 826144]"
915,916,"[968072, 909130, 1134633, 6602697, 892503]"
916,917,"[1105467, 1010440, 852572, 1094833, 825665]"
917,918,"[6773016, 1108131, 887618, 1082310, 878445]"
918,919,"[6034953, 9803810, 1014509, 992622, 883963]"
919,920,"[936508, 9707240, 906763, 950384, 5563934]"
920,921,"[5569230, 1005186, 896085, 826249, 923746]"
921,922,"[1085357, 1071277, 825365, 1137505, 880377]"
922,923,"[844759, 1034955, 877358, 958594, 941856]"
923,924,"[12949855, 935126, 9527159, 1086740, 1109192]"
924,925,"[907625, 7442180, 1070497, 1126704, 1101173]"
925,926,"[1048068, 1053985, 880308, 1134633, 940731]"
926,927,"[1098815, 1131321, 887897, 983572, 1003178]"
927,928,"[835098, 1031697, 1124507, 920200, 1046756]"
928,929,"[821970, 871188, 1127838, 1023226, 901543]"
929,930,"[1138443, 951590, 1022827, 1016800, 997988]"
930,931,"[6034966, 995211, 904129, 880469, 858649]"
931,932,"[5569303, 827180, 876042, 825365, 921614]"
932,933,"[1110721, 1062572, 7144131, 1026984, 5569303]"
933,934,"[1013503, 1009719, 1031697, 960984, 880469]"
934,935,"[940700, 1056746, 924423, 845193, 12757316]"
935,936,"[960732, 1077588, 827180, 9523058, 9859128]"
936,937,"[858711, 1044759, 1101706, 936897, 5570109]"
937,938,"[1007148, 865705, 1110218, 6463742, 999581]"
938,939,"[991747, 860037, 1139471, 977545, 960984]"
939,940,"[1091809, 1139835, 1034081, 926796, 1075313]"
940,941,"[1110218, 967476, 943088, 843656, 871754]"
941,942,"[905087, 833754, 937413, 873964, 935968]"
942,943,"[908504, 1035136, 1035207, 13381584, 887618]"
